设备ID,设备类型,时间戳,温度(℃),压力(MPa),振动(m/s²),流量(m³/h),产量(件),合格率(%),故障标记,故障类型
EQ037,冷却塔,2026-03-01 02:26:42,55.19,3.04,0.982,190.26,722.49,98.32,0,无
EQ037,冷却塔,2026-03-01 03:26:42,49.52,3.02,0.827,218.65,796.96,97.22,0,无
EQ037,冷却塔,2026-03-01 04:26:42,55.31,3.59,1.109,214.5,792.59,98.64,0,无
EQ037,冷却塔,2026-03-01 05:26:42,45.37,2.87,0.502,205.92,847.91,98.05,0,无
EQ037,冷却塔,2026-03-01 06:26:42,53.31,3.22,0.54,217.76,779.13,96.84,0,无
EQ037,冷却塔,2026-03-01 07:26:42,40.98,3.53,1.15,194.74,849.75,98.44,0,无
EQ037,冷却塔,2026-03-01 08:26:42,43.06,3.09,0.439,191.94,795.98,98.33,0,无
EQ037,冷却塔,2026-03-01 09:26:42,52.68,3.68,0.651,206.8,826.48,95.2,0,无
EQ037,冷却塔,2026-03-01 10:26:42,48.54,2.8,0.438,200.56,846.85,97.23,0,无
EQ037,冷却塔,2026-03-01 11:26:42,55.23,2.82,1.201,198.47,876.38,97.89,0,无
EQ037,冷却塔,2026-03-01 12:26:42,44.42,2.86,0.746,192.09,787.67,99.33,0,无
EQ037,冷却塔,2026-03-01 13:26:42,48.85,2.51,0.765,221.85,846.32,97.2,0,无
EQ037,冷却塔,2026-03-01 14:26:42,42.26,3.19,0.661,182.24,799.63,98.65,0,无
EQ037,冷却塔,2026-03-01 15:26:42,46.8,2.95,0.717,213.97,753.47,98.77,0,无
EQ037,冷却塔,2026-03-01 16:26:42,49.85,2.87,0.861,208.3,794.43,97.12,0,无
EQ037,冷却塔,2026-03-01 17:26:42,37.14,2.69,0.965,179.62,816.17,97.58,0,无
EQ037,冷却塔,2026-03-01 18:26:42,38.75,2.58,0.769,219.22,803.95,100.77,0,无
EQ037,冷却塔,2026-03-01 19:26:42,55.95,2.71,0.566,213.26,755.68,97.21,0,无
EQ037,冷却塔,2026-03-01 20:26:42,48.57,3.5,0.971,201.64,857.59,99.69,0,无
EQ037,冷却塔,2026-03-01 21:26:42,44.02,2.73,0.663,198.53,779.52,98.34,0,无
EQ037,冷却塔,2026-03-01 22:26:42,38.71,3.09,0.711,200.55,870.0,100.04,0,无
EQ037,冷却塔,2026-03-01 23:26:42,45.31,3.43,0.85,178.4,810.02,96.74,0,无
EQ037,冷却塔,2026-03-02 00:26:42,52.71,2.91,0.374,178.38,769.63,95.96,0,无
EQ037,冷却塔,2026-03-02 01:26:42,46.84,3.34,0.706,201.76,893.6,97.37,0,无
EQ037,冷却塔,2026-03-02 02:26:42,41.31,2.85,0.946,186.85,796.54,99.58,0,无
EQ037,冷却塔,2026-03-02 03:26:42,37.7,3.2,1.018,212.62,850.03,97.29,0,无
EQ037,冷却塔,2026-03-02 04:26:42,50.55,2.75,0.787,180.35,805.39,98.05,0,无
EQ037,冷却塔,2026-03-02 05:26:42,53.81,2.68,0.743,186.95,772.54,96.45,0,无
EQ037,冷却塔,2026-03-02 06:26:42,37.83,3.2,0.516,168.98,838.75,97.15,0,无
EQ037,冷却塔,2026-03-02 07:26:42,52.45,2.97,0.804,177.54,769.75,97.58,0,无
EQ037,冷却塔,2026-03-02 08:26:42,50.43,3.08,0.835,190.9,797.18,99.18,0,无
EQ037,冷却塔,2026-03-02 09:26:42,47.93,2.99,0.684,213.22,808.58,98.43,0,无
EQ037,冷却塔,2026-03-02 10:26:42,46.6,3.25,0.484,200.85,756.45,97.41,1,振动过大
EQ037,冷却塔,2026-03-02 11:26:42,39.7,3.12,1.091,220.06,837.97,99.62,0,无
EQ037,冷却塔,2026-03-02 12:26:42,44.99,2.72,0.765,206.8,856.26,99.3,0,无
EQ037,冷却塔,2026-03-02 13:26:42,34.52,2.38,0.749,214.38,777.82,97.51,0,无
EQ037,冷却塔,2026-03-02 14:26:42,41.53,1.44,0.88,170.5,848.76,98.73,0,无
EQ037,冷却塔,2026-03-02 15:26:42,36.14,3.08,0.874,184.76,773.94,97.52,0,无
EQ037,冷却塔,2026-03-02 16:26:42,33.01,2.79,0.986,185.41,803.39,98.42,0,无
EQ037,冷却塔,2026-03-02 17:26:42,39.41,3.31,0.722,194.11,804.84,101.51,0,无
EQ037,冷却塔,2026-03-02 18:26:42,50.39,3.01,0.681,217.61,878.2,98.65,0,无
EQ037,冷却塔,2026-03-02 19:26:42,45.62,3.31,0.969,195.15,835.35,97.39,0,无
EQ037,冷却塔,2026-03-02 20:26:42,46.91,2.51,0.99,185.77,841.43,97.51,0,无
EQ037,冷却塔,2026-03-02 21:26:42,39.67,1.32,0.807,211.51,730.24,97.41,0,无
EQ037,冷却塔,2026-03-02 22:26:42,48.5,2.87,1.271,182.09,813.67,98.92,0,无
EQ037,冷却塔,2026-03-02 23:26:42,39.0,3.46,1.027,191.68,841.83,97.57,0,无
EQ037,冷却塔,2026-03-03 00:26:42,36.49,3.22,0.825,198.4,801.01,98.18,0,无
EQ037,冷却塔,2026-03-03 01:26:42,39.88,2.74,0.796,206.77,826.91,98.62,0,无
EQ037,冷却塔,2026-03-03 02:26:42,52.43,2.65,0.94,209.94,803.17,98.65,0,无
EQ037,冷却塔,2026-03-03 03:26:42,41.69,2.84,1.016,206.81,829.76,97.54,0,无
EQ037,冷却塔,2026-03-03 04:26:42,43.11,2.84,0.752,213.62,760.55,97.49,0,无
EQ037,冷却塔,2026-03-03 05:26:42,45.6,3.32,0.856,174.87,908.52,98.96,0,无
EQ037,冷却塔,2026-03-03 06:26:42,47.2,2.77,0.961,212.44,822.51,96.92,0,无
EQ037,冷却塔,2026-03-03 07:26:42,36.12,3.14,0.925,213.99,783.13,96.01,0,无
EQ037,冷却塔,2026-03-03 08:26:42,41.71,3.03,0.27,213.63,857.83,96.11,0,无
EQ037,冷却塔,2026-03-03 09:26:42,39.56,2.79,0.683,209.83,772.45,97.48,0,无
EQ037,冷却塔,2026-03-03 10:26:42,43.18,3.74,1.278,218.78,793.51,96.97,0,无
EQ037,冷却塔,2026-03-03 11:26:42,39.0,3.15,0.597,183.55,794.02,98.06,0,无
EQ037,冷却塔,2026-03-03 12:26:42,48.41,3.31,0.979,182.35,762.59,99.56,0,无
EQ037,冷却塔,2026-03-03 13:26:42,46.37,3.41,0.752,193.69,674.07,99.38,0,无
EQ037,冷却塔,2026-03-03 14:26:42,46.3,3.03,0.485,209.25,806.36,97.93,0,无
EQ037,冷却塔,2026-03-03 15:26:42,42.68,2.18,0.728,183.88,837.83,97.82,0,无
EQ037,冷却塔,2026-03-03 16:26:42,40.63,3.25,0.586,214.94,845.82,97.31,0,无
EQ037,冷却塔,2026-03-03 17:26:42,46.68,2.61,1.045,216.88,799.4,97.75,0,无
EQ037,冷却塔,2026-03-03 18:26:42,49.56,2.41,0.752,196.68,769.98,99.21,0,无
EQ037,冷却塔,2026-03-03 19:26:42,44.76,2.88,0.287,205.96,783.28,97.85,0,无
EQ037,冷却塔,2026-03-03 20:26:42,47.79,2.63,0.757,195.09,816.54,97.12,0,无
EQ037,冷却塔,2026-03-03 21:26:42,42.1,3.38,0.618,216.44,854.51,101.41,0,无
EQ037,冷却塔,2026-03-03 22:26:42,49.2,3.07,1.028,194.21,816.3,97.2,0,无
EQ037,冷却塔,2026-03-03 23:26:42,57.4,2.69,0.916,204.14,749.26,97.06,0,无
EQ037,冷却塔,2026-03-04 00:26:42,38.35,2.77,0.802,205.04,812.37,98.25,0,无
EQ037,冷却塔,2026-03-04 01:26:42,51.02,3.05,0.95,208.87,829.58,98.69,0,无
EQ037,冷却塔,2026-03-04 02:26:42,46.22,2.61,0.976,224.03,745.58,98.88,0,无
EQ037,冷却塔,2026-03-04 03:26:42,45.17,3.12,1.032,213.74,766.74,97.2,0,无
EQ037,冷却塔,2026-03-04 04:26:42,41.4,2.87,0.814,196.23,777.06,97.36,0,无
EQ037,冷却塔,2026-03-04 05:26:42,45.84,2.72,0.946,202.0,716.32,98.43,0,无
EQ037,冷却塔,2026-03-04 06:26:42,49.02,3.37,0.641,185.26,830.03,97.63,0,无
EQ037,冷却塔,2026-03-04 07:26:42,47.31,3.24,0.785,202.16,749.08,98.37,0,无
EQ037,冷却塔,2026-03-04 08:26:42,47.59,2.86,0.833,205.66,829.67,96.99,0,无
EQ037,冷却塔,2026-03-04 09:26:42,39.29,2.7,0.697,155.26,844.03,98.67,0,无
EQ037,冷却塔,2026-03-04 10:26:42,37.56,2.9,0.917,210.27,795.98,99.53,0,无
EQ037,冷却塔,2026-03-04 11:26:42,50.31,3.21,1.063,191.48,747.26,97.45,0,无
EQ037,冷却塔,2026-03-04 12:26:42,39.43,3.05,0.678,203.37,822.34,97.43,0,无
EQ037,冷却塔,2026-03-04 13:26:42,45.62,2.78,,175.93,816.97,97.7,0,无
EQ037,冷却塔,2026-03-04 14:26:42,40.63,2.68,0.638,231.33,781.12,97.9,0,无
EQ037,冷却塔,2026-03-04 15:26:42,44.99,3.1,0.77,202.75,856.61,98.69,0,无
EQ037,冷却塔,2026-03-04 16:26:42,60.66,3.06,0.64,203.68,750.52,98.99,0,无
EQ037,冷却塔,2026-03-04 17:26:42,44.71,3.13,0.536,185.61,726.42,98.92,0,无
EQ037,冷却塔,2026-03-04 18:26:42,41.05,2.95,1.1,194.46,837.51,97.73,0,无
EQ037,冷却塔,2026-03-04 19:26:42,50.83,2.89,1.026,218.1,733.0,98.64,0,无
EQ037,冷却塔,2026-03-04 20:26:42,52.71,2.89,0.65,178.11,812.63,97.79,0,无
EQ037,冷却塔,2026-03-04 21:26:42,44.3,2.96,0.902,208.94,917.97,98.7,0,无
EQ037,冷却塔,2026-03-04 22:26:42,53.3,3.0,0.893,197.79,772.86,98.5,0,无
EQ037,冷却塔,2026-03-04 23:26:42,46.1,2.49,1.023,177.11,792.67,97.74,0,无
EQ037,冷却塔,2026-03-05 00:26:42,41.19,2.75,0.809,200.7,793.14,96.65,0,无
EQ037,冷却塔,2026-03-05 01:26:42,41.87,1.44,0.673,213.92,728.55,97.57,0,无
EQ037,冷却塔,2026-03-05 02:26:42,36.95,2.69,0.781,212.45,871.19,97.45,0,无
EQ037,冷却塔,2026-03-05 03:26:42,32.94,3.26,1.054,181.56,822.5,98.17,0,无
EQ037,冷却塔,2026-03-05 04:26:42,39.31,2.29,0.641,186.4,723.79,98.02,0,无
EQ037,冷却塔,2026-03-05 05:26:42,35.4,3.12,1.304,207.13,905.59,99.4,0,无
EQ037,冷却塔,2026-03-05 06:26:42,39.78,3.15,0.974,182.29,741.29,99.08,0,无
EQ037,冷却塔,2026-03-05 07:26:42,31.22,3.18,0.861,222.91,872.18,97.78,0,无
EQ037,冷却塔,2026-03-05 08:26:42,36.26,3.13,0.735,181.07,791.22,97.92,0,无
EQ037,冷却塔,2026-03-05 09:26:42,38.07,2.78,0.973,203.71,699.16,99.96,0,无
EQ037,冷却塔,2026-03-05 10:26:42,41.97,3.15,1.108,196.22,840.17,96.77,0,无
EQ037,冷却塔,2026-03-05 11:26:42,30.14,3.2,0.892,197.22,750.25,97.32,0,无
EQ037,冷却塔,2026-03-05 12:26:42,34.18,2.61,0.579,184.7,783.75,100.11,0,无
EQ037,冷却塔,2026-03-05 13:26:42,43.4,2.48,0.718,190.22,830.71,99.1,0,无
EQ037,冷却塔,2026-03-05 14:26:42,50.46,3.1,0.75,204.5,789.53,97.72,0,无
EQ037,冷却塔,2026-03-05 15:26:42,51.01,3.0,0.891,182.7,897.09,97.97,0,无
EQ037,冷却塔,2026-03-05 16:26:42,46.72,2.79,0.697,226.11,730.41,97.98,0,无
EQ037,冷却塔,2026-03-05 17:26:42,45.43,2.68,0.908,187.57,894.02,98.39,0,无
EQ037,冷却塔,2026-03-05 18:26:42,44.83,2.3,0.453,220.3,780.91,97.76,0,无
EQ037,冷却塔,2026-03-05 19:26:42,43.23,2.94,1.129,189.82,716.13,100.37,0,无
EQ037,冷却塔,2026-03-05 20:26:42,46.94,2.92,1.167,221.43,716.3,98.9,0,无
EQ037,冷却塔,2026-03-05 21:26:42,48.48,2.7,0.302,197.5,773.75,98.35,0,无
EQ037,冷却塔,2026-03-05 22:26:42,60.24,2.9,1.177,195.2,871.31,96.61,0,无
EQ037,冷却塔,2026-03-05 23:26:42,54.04,2.96,0.439,214.72,790.59,97.72,0,无
EQ037,冷却塔,2026-03-06 00:26:42,35.43,2.83,1.029,192.85,732.3,97.42,0,无
EQ037,冷却塔,2026-03-06 01:26:42,49.68,3.03,0.991,223.12,758.49,97.99,0,无
EQ037,冷却塔,2026-03-06 02:26:42,41.67,2.84,0.618,205.23,753.47,97.43,0,无
EQ037,冷却塔,2026-03-06 03:26:42,34.59,3.32,0.716,205.14,866.79,99.19,0,无
EQ037,冷却塔,2026-03-06 04:26:42,42.63,2.84,0.778,187.09,845.58,97.87,0,无
EQ037,冷却塔,2026-03-06 05:26:42,40.41,3.2,0.874,178.76,822.72,100.11,0,无
EQ037,冷却塔,2026-03-06 06:26:42,45.85,3.22,1.086,215.1,720.34,96.07,0,无
EQ037,冷却塔,2026-03-06 07:26:42,49.52,3.33,0.541,214.29,761.75,97.67,0,无
EQ037,冷却塔,2026-03-06 08:26:42,41.56,3.53,0.55,189.57,826.3,97.16,0,无
EQ037,冷却塔,2026-03-06 09:26:42,54.97,3.02,0.992,203.69,812.63,99.07,0,无
EQ037,冷却塔,2026-03-06 10:26:42,48.74,3.4,0.742,204.85,707.15,96.84,0,无
EQ037,冷却塔,2026-03-06 11:26:42,39.82,2.75,0.87,182.36,805.19,98.04,0,无
EQ037,冷却塔,2026-03-06 12:26:42,45.02,3.05,0.823,229.25,805.25,97.88,0,无
EQ037,冷却塔,2026-03-06 13:26:42,35.66,2.58,1.068,213.27,846.72,99.42,0,无
EQ037,冷却塔,2026-03-06 14:26:42,47.8,3.54,0.591,175.35,794.1,98.32,0,无
EQ037,冷却塔,2026-03-06 15:26:42,47.49,3.34,0.803,211.86,794.27,97.15,0,无
EQ037,冷却塔,2026-03-06 16:26:42,47.04,3.2,0.801,199.42,773.91,97.09,0,无
EQ037,冷却塔,2026-03-06 17:26:42,49.1,2.74,0.606,202.72,752.24,97.96,0,无
EQ037,冷却塔,2026-03-06 18:26:42,53.59,3.01,0.52,199.93,716.98,95.5,0,无
EQ037,冷却塔,2026-03-06 19:26:42,38.03,3.44,0.653,226.33,845.52,99.69,0,无
EQ037,冷却塔,2026-03-06 20:26:42,31.0,3.25,0.747,212.99,785.95,98.02,0,无
EQ037,冷却塔,2026-03-06 21:26:42,44.24,3.04,1.069,206.13,791.99,96.95,0,无
EQ037,冷却塔,2026-03-06 22:26:42,42.06,2.68,0.643,213.67,821.42,99.79,0,无
EQ037,冷却塔,2026-03-06 23:26:42,42.96,3.01,0.816,199.06,732.12,97.59,0,无
EQ037,冷却塔,2026-03-07 00:26:42,49.98,3.13,0.857,221.86,878.32,98.83,0,无
EQ037,冷却塔,2026-03-07 01:26:42,58.63,3.23,0.696,192.77,823.79,97.43,0,无
EQ037,冷却塔,2026-03-07 02:26:42,51.02,2.28,0.676,209.5,798.7,96.59,0,无
EQ037,冷却塔,2026-03-07 03:26:42,46.21,3.27,0.465,219.73,763.07,97.75,0,无
EQ037,冷却塔,2026-03-07 04:26:42,37.35,3.02,1.546,195.33,802.63,97.16,0,无
EQ037,冷却塔,2026-03-07 05:26:42,37.97,3.04,0.689,203.76,761.57,98.11,0,无
EQ037,冷却塔,2026-03-07 06:26:42,31.21,2.37,1.014,194.49,761.29,97.37,0,无
EQ037,冷却塔,2026-03-07 07:26:42,45.77,2.86,0.566,207.38,783.14,96.23,0,无
EQ037,冷却塔,2026-03-07 08:26:42,44.27,2.73,0.669,186.88,850.55,97.94,0,无
EQ037,冷却塔,2026-03-07 09:26:42,43.21,3.01,0.694,184.0,792.37,96.71,0,无
EQ037,冷却塔,2026-03-07 10:26:42,47.47,3.12,0.546,182.35,773.59,99.53,0,无
EQ037,冷却塔,2026-03-07 11:26:42,44.67,3.14,0.323,186.32,811.51,99.31,0,无
EQ037,冷却塔,2026-03-07 12:26:42,53.21,3.12,1.109,229.38,794.49,98.75,0,无
EQ037,冷却塔,2026-03-07 13:26:42,37.03,3.46,0.977,210.7,799.98,99.06,0,无
EQ037,冷却塔,2026-03-07 14:26:42,50.99,2.72,0.841,206.24,784.74,99.24,0,无
EQ037,冷却塔,2026-03-07 15:26:42,56.74,3.36,0.615,200.64,773.73,97.61,0,无
EQ037,冷却塔,2026-03-07 16:26:42,42.43,3.33,0.611,189.34,809.37,99.89,0,无
EQ037,冷却塔,2026-03-07 17:26:42,53.8,3.16,0.628,206.41,851.59,99.34,0,无
EQ037,冷却塔,2026-03-07 18:26:42,53.33,3.44,0.979,207.52,833.77,99.54,0,无
EQ037,冷却塔,2026-03-07 19:26:42,49.14,2.78,0.962,183.09,801.54,96.88,0,无
EQ037,冷却塔,2026-03-07 20:26:42,51.81,3.14,0.985,209.19,782.61,98.56,0,无
EQ037,冷却塔,2026-03-07 21:26:42,46.08,1.53,0.886,198.47,786.2,97.46,0,无
EQ037,冷却塔,2026-03-07 22:26:42,47.67,2.85,0.904,210.59,906.0,98.76,0,无
EQ037,冷却塔,2026-03-07 23:26:42,35.8,3.15,1.035,193.62,844.21,98.49,0,无
EQ037,冷却塔,2026-03-08 00:26:42,53.15,3.18,0.811,202.91,808.53,97.98,0,无
EQ037,冷却塔,2026-03-08 01:26:42,38.27,3.13,1.023,212.75,798.42,97.77,0,无
EQ037,冷却塔,2026-03-08 02:26:42,41.11,2.71,0.93,203.79,783.2,98.49,0,无
EQ037,冷却塔,2026-03-08 03:26:42,48.91,1.78,0.505,186.18,940.95,97.93,0,无
EQ037,冷却塔,2026-03-08 04:26:42,46.56,3.12,0.654,190.25,762.66,96.37,0,无
EQ037,冷却塔,2026-03-08 05:26:42,51.21,3.5,0.664,222.44,825.1,99.56,0,无
EQ037,冷却塔,2026-03-08 06:26:42,47.64,3.3,0.902,190.67,817.08,98.52,0,无
EQ037,冷却塔,2026-03-08 07:26:42,54.19,3.16,0.607,194.62,844.26,97.6,0,无
EQ037,冷却塔,2026-03-08 08:26:42,44.39,3.04,0.461,204.99,870.8,95.75,0,无
EQ037,冷却塔,2026-03-08 09:26:42,43.82,2.61,0.834,202.95,816.72,98.61,0,无
EQ037,冷却塔,2026-03-08 10:26:42,41.72,2.58,0.749,187.97,800.68,97.84,0,无
EQ037,冷却塔,2026-03-08 11:26:42,40.86,3.04,1.02,218.01,796.77,98.85,0,无
EQ037,冷却塔,2026-03-08 12:26:42,34.13,2.8,0.179,181.49,820.56,97.54,0,无
EQ037,冷却塔,2026-03-08 13:26:42,36.27,3.13,0.694,218.94,683.54,98.71,0,无
EQ037,冷却塔,2026-03-08 14:26:42,60.48,3.74,0.949,217.78,788.94,97.54,0,无
EQ037,冷却塔,2026-03-08 15:26:42,44.15,2.76,0.358,196.14,777.11,96.88,0,无
EQ037,冷却塔,2026-03-08 16:26:42,40.61,3.11,1.18,203.57,798.46,97.97,0,无
EQ037,冷却塔,2026-03-08 17:26:42,46.51,2.91,0.803,186.14,808.55,98.96,0,无
EQ037,冷却塔,2026-03-08 18:26:42,40.71,2.37,0.8,193.06,799.15,97.23,0,无
EQ037,冷却塔,2026-03-08 19:26:42,46.14,2.74,1.192,192.63,655.97,98.29,0,无
EQ037,冷却塔,2026-03-08 20:26:42,41.62,2.94,0.616,208.05,772.53,98.99,0,无
EQ037,冷却塔,2026-03-08 21:26:42,54.1,2.92,0.405,206.42,709.14,97.52,0,无
EQ037,冷却塔,2026-03-08 22:26:42,50.5,3.03,0.532,189.36,772.46,97.21,0,无
EQ037,冷却塔,2026-03-08 23:26:42,47.67,3.02,0.532,167.84,825.75,97.89,0,无
EQ037,冷却塔,2026-03-09 00:26:42,42.62,2.77,0.787,197.17,753.02,97.19,0,无
EQ037,冷却塔,2026-03-09 01:26:42,40.92,2.66,0.82,203.04,815.99,96.69,0,无
EQ037,冷却塔,2026-03-09 02:26:42,33.51,3.09,0.994,165.81,841.84,97.96,0,无
EQ037,冷却塔,2026-03-09 03:26:42,56.81,3.11,0.379,218.78,766.26,98.3,0,无
EQ037,冷却塔,2026-03-09 04:26:42,45.5,3.12,1.108,201.21,876.36,97.46,0,无
EQ037,冷却塔,2026-03-09 05:26:42,46.34,3.43,0.853,220.27,770.15,97.78,0,无
EQ037,冷却塔,2026-03-09 06:26:42,51.62,3.36,0.988,213.11,810.56,96.87,0,无
EQ037,冷却塔,2026-03-09 07:26:42,41.31,2.73,1.01,184.79,675.51,98.23,0,无
EQ037,冷却塔,2026-03-09 08:26:42,45.62,3.19,0.986,200.16,780.43,97.96,0,无
EQ037,冷却塔,2026-03-09 09:26:42,46.76,2.86,0.7,216.81,817.42,97.36,0,无
EQ037,冷却塔,2026-03-09 10:26:42,41.9,3.05,0.479,204.51,797.07,97.93,0,无
EQ037,冷却塔,2026-03-09 11:26:42,41.94,2.87,0.832,180.12,797.32,97.88,0,无
EQ037,冷却塔,2026-03-09 12:26:42,46.59,2.74,0.849,205.49,831.79,98.06,0,无
EQ037,冷却塔,2026-03-09 13:26:42,42.69,3.09,0.916,193.99,694.64,98.46,0,无
EQ037,冷却塔,2026-03-09 14:26:42,50.44,2.79,0.989,206.73,721.35,99.25,0,无
EQ037,冷却塔,2026-03-09 15:26:42,49.24,2.93,0.987,206.86,763.71,98.64,0,无
EQ037,冷却塔,2026-03-09 16:26:42,39.97,2.97,0.843,218.23,823.99,97.38,0,无
EQ037,冷却塔,2026-03-09 17:26:42,34.73,2.94,1.312,222.39,757.95,99.79,0,无
EQ037,冷却塔,2026-03-09 18:26:42,52.9,2.8,1.34,195.19,856.24,96.26,0,无
EQ037,冷却塔,2026-03-09 19:26:42,37.71,3.23,0.804,212.34,872.51,97.05,0,无
EQ037,冷却塔,2026-03-09 20:26:42,45.43,3.21,1.042,181.28,724.55,98.19,0,无
EQ037,冷却塔,2026-03-09 21:26:42,54.12,3.05,0.607,190.24,783.95,96.19,0,无
EQ037,冷却塔,2026-03-09 22:26:42,44.9,2.77,0.795,226.18,859.61,98.65,0,无
EQ037,冷却塔,2026-03-09 23:26:42,42.26,3.25,0.529,186.35,783.35,99.03,0,无
EQ037,冷却塔,2026-03-10 00:26:42,40.4,3.05,0.55,211.42,827.8,99.32,0,无
EQ037,冷却塔,2026-03-10 01:26:42,44.5,3.28,0.479,184.79,773.34,96.98,0,无
EQ037,冷却塔,2026-03-10 02:26:42,44.95,3.39,0.766,193.59,869.96,96.66,0,无
EQ037,冷却塔,2026-03-10 03:26:42,43.68,2.77,0.82,192.91,726.68,97.78,0,无
EQ037,冷却塔,2026-03-10 04:26:42,42.57,2.9,0.52,203.81,823.21,97.97,0,无
EQ037,冷却塔,2026-03-10 05:26:42,42.7,2.74,0.696,220.42,775.76,98.07,0,无
EQ037,冷却塔,2026-03-10 06:26:42,45.63,2.72,0.694,203.8,766.47,97.15,0,无
EQ037,冷却塔,2026-03-10 07:26:42,34.15,3.2,0.659,185.09,796.04,98.31,0,无
EQ037,冷却塔,2026-03-10 08:26:42,41.61,3.5,1.058,196.84,814.45,96.3,0,无
EQ037,冷却塔,2026-03-10 09:26:42,48.32,3.06,0.393,193.45,720.73,98.8,0,无
EQ037,冷却塔,2026-03-10 10:26:42,36.88,2.5,0.588,196.61,789.93,97.1,0,无
EQ037,冷却塔,2026-03-10 11:26:42,44.47,2.76,0.823,209.28,799.7,97.71,0,无
EQ037,冷却塔,2026-03-10 12:26:42,44.5,2.7,0.953,197.93,864.88,99.84,0,无
EQ037,冷却塔,2026-03-10 13:26:42,35.6,3.16,0.719,202.08,792.48,96.7,0,无
EQ037,冷却塔,2026-03-10 14:26:42,48.28,2.78,1.078,194.9,806.08,98.47,0,无
EQ037,冷却塔,2026-03-10 15:26:42,47.46,3.16,0.917,196.14,776.77,98.62,0,无
EQ037,冷却塔,2026-03-10 16:26:42,45.11,2.76,0.793,178.46,787.91,97.74,0,无
EQ037,冷却塔,2026-03-10 17:26:42,44.42,2.99,0.928,218.64,772.02,97.34,0,无
EQ037,冷却塔,2026-03-10 18:26:42,45.21,2.69,1.148,199.67,753.59,97.27,0,无
EQ037,冷却塔,2026-03-10 19:26:42,40.11,3.25,0.832,229.25,628.15,99.15,0,无
EQ037,冷却塔,2026-03-10 20:26:42,30.33,2.7,0.764,187.32,760.2,98.67,0,无
EQ037,冷却塔,2026-03-10 21:26:42,52.03,3.24,0.85,200.97,709.5,97.42,0,无
EQ037,冷却塔,2026-03-10 22:26:42,38.76,3.33,1.022,184.72,717.1,99.88,0,无
EQ037,冷却塔,2026-03-10 23:26:42,58.53,2.65,0.519,191.74,824.51,98.77,0,无
EQ037,冷却塔,2026-03-11 00:26:42,38.32,3.49,0.652,199.39,783.2,97.46,0,无
EQ037,冷却塔,2026-03-11 01:26:42,55.9,2.33,0.81,220.05,700.1,97.71,0,无
EQ037,冷却塔,2026-03-11 02:26:42,48.53,3.31,0.825,180.2,824.67,97.19,0,无
EQ037,冷却塔,2026-03-11 03:26:42,46.54,2.42,0.755,199.27,778.78,98.33,0,无
EQ037,冷却塔,2026-03-11 04:26:42,47.22,3.53,0.638,213.54,798.51,98.61,0,无
EQ037,冷却塔,2026-03-11 05:26:42,47.88,2.98,0.934,186.11,828.72,96.53,0,无
EQ037,冷却塔,2026-03-11 06:26:42,47.66,3.2,0.437,181.7,760.61,98.99,0,无
EQ037,冷却塔,2026-03-11 07:26:42,51.1,2.88,0.855,183.58,788.39,98.87,0,无
EQ037,冷却塔,2026-03-11 08:26:42,50.98,3.44,0.638,197.4,748.55,98.13,0,无
EQ037,冷却塔,2026-03-11 09:26:42,42.95,3.05,0.735,238.59,821.24,97.27,0,无
EQ037,冷却塔,2026-03-11 10:26:42,42.96,3.07,0.625,194.7,727.99,97.46,0,无
EQ037,冷却塔,2026-03-11 11:26:42,39.62,2.41,0.76,187.96,695.45,98.86,0,无
EQ037,冷却塔,2026-03-11 12:26:42,50.3,2.77,0.928,185.1,765.37,97.67,0,无
EQ037,冷却塔,2026-03-11 13:26:42,52.87,3.0,0.95,174.82,772.91,98.76,0,无
EQ037,冷却塔,2026-03-11 14:26:42,44.17,2.94,0.717,212.98,800.89,96.68,0,无
EQ037,冷却塔,2026-03-11 15:26:42,40.69,3.68,0.782,169.4,813.38,98.73,0,无
EQ037,冷却塔,2026-03-11 16:26:42,52.78,2.92,1.215,207.52,909.36,97.89,0,无
EQ037,冷却塔,2026-03-11 17:26:42,52.01,3.6,0.763,183.04,725.19,97.67,0,无
EQ037,冷却塔,2026-03-11 18:26:42,39.01,2.79,0.717,198.56,786.21,96.51,0,无
EQ037,冷却塔,2026-03-11 19:26:42,35.55,3.6,1.015,200.12,886.06,97.88,0,无
EQ037,冷却塔,2026-03-11 20:26:42,39.04,3.41,1.009,221.57,758.89,97.32,0,无
EQ037,冷却塔,2026-03-11 21:26:42,44.32,2.77,0.686,200.33,759.5,97.81,0,无
EQ037,冷却塔,2026-03-11 22:26:42,43.79,2.88,1.28,206.54,825.48,98.07,0,无
EQ037,冷却塔,2026-03-11 23:26:42,43.21,2.55,0.507,200.08,836.98,96.75,0,无
EQ037,冷却塔,2026-03-12 00:26:42,43.42,3.32,0.852,200.72,782.33,98.25,0,无
EQ037,冷却塔,2026-03-12 01:26:42,42.2,2.82,0.985,207.09,933.0,98.76,0,无
EQ037,冷却塔,2026-03-12 02:26:42,47.75,2.63,0.495,230.06,807.83,97.57,0,无
EQ037,冷却塔,2026-03-12 03:26:42,32.42,3.84,0.816,207.25,809.88,98.46,0,无
EQ037,冷却塔,2026-03-12 04:26:42,46.51,2.59,0.97,212.72,864.32,97.54,0,无
